P1,P2,P3,P4,P5,wind_speed_front,wind_speed_rear
1091.543696698846,976.7987366633268,903.219086098981,1015.4092587414934,902.3252207330022,13.687173202019178,13.587751868141757
1061.1670663534262,963.7169439224814,911.6642107399985,980.0676132254906,929.0819057364092,12.613573669011624,9.123703820858342
1082.625969226803,971.0778071216184,885.3584948982494,981.7131102655536,937.1159714670762,13.495163886926123,8.532974579898127
1081.1962443519435,977.0006460208882,898.4260047301483,997.436406120303,946.9164284794934,13.042824179651996,9.081937907091222
1066.4020959538868,944.661960687052,903.55214313291,1022.6175958794792,927.3510697479204,14.098205719781555,12.471454827762166
1060.1323421693237,955.495356591796,878.8480530674203,1013.2596197112512,934.2862928312552,13.070420606103434,11.355000831603126
1108.7198165931286,943.2895069765756,887.796909355422,1028.5446039598703,917.4236739096968,16.434424279991692,13.469295698459073
1083.441963066476,984.7767763150066,918.0525229663962,1016.5448735057994,920.2462583663872,12.69196671860089,12.53882884479409
1062.6751604564947,988.2776900425888,880.2682357377192,989.1424974899855,903.5973998396402,11.021127792500272,11.818014450472814
1102.820008725033,959.1929947632308,895.4859500575649,1003.043566421488,945.0018358063606,15.313167014672988,9.734578016922708
1106.859338038803,953.910199219707,914.09714697271,1003.750822026254,927.3550857278732,15.802306151465562,11.168157087543598
1108.188076472184,984.0187780810736,877.2164174947301,981.7040029729222,936.2301180725898,14.238166494613822,8.616442269771085
1081.8621600331858,951.0663330974128,891.7909212997628,1011.3803861388816,912.762224259974,14.613151858585413,12.688941795277128
1079.7643193353551,964.7946621498676,900.9730853117004,1023.4510017709644,952.6781705244548,13.700567971869503,10.749301353396788
1103.395471463446,990.1560647865762,870.835639978717,986.2922434806608,930.3827455787784,13.597082921062022,9.554099272094277
1085.89225454728,958.4714512854788,913.729889060266,1011.275978602153,932.9211313269012,14.423382561280937,11.31045009120845
1079.154842814361,955.0366329444092,896.2725189700025,1024.6305057864056,945.462438254694,14.23523710016382,11.368992383095172
1104.0065098800635,980.4796888462377,887.8218828872315,983.7517376202388,927.0032332027369,14.20128312879528,9.625519178576608
1080.9618783797737,961.3657174494152,903.1731493031956,983.8892833246384,903.2183901300584,13.973512022882666,11.476392321886042
1061.1684115790542,956.8047482326988,896.8863421166407,1010.500850785966,914.84987936367,13.053338823574192,12.496593587922582
1094.3858755771446,954.8571971248296,899.9268072195396,1003.4901671825304,951.8632684758528,15.09310849373911,9.180893976894833
1083.6267054831712,976.22834528542,904.574119895616,1003.8645214848522,944.293118851038,13.241762025778478,9.862019715632966
1070.5825333184753,951.0529043106034,902.2756936621444,1025.710114121197,934.9701407587384,13.96962471603048,12.171560922315868
1068.680625849349,986.7391112769196,886.4190992148964,1019.013194540634,950.9550909832471,11.566419697038842,10.541122858315472
1099.6895599792251,954.8985305155647,905.8313861580882,1015.2395791462002,948.2969360985604,15.375094064482676,10.454382387218642
1077.716861515264,962.9499850995284,902.2064013696164,1012.8380366028778,949.2942013824968,13.68848027018791,10.185530771368745
1075.3498034699724,963.0661173842524,887.6860755351578,986.1782116562003,945.2078963030118,13.539582852267657,8.178649691771618
1098.910831947119,940.4754177591047,870.6008005734432,978.8551586173568,913.8783806338164,16.08322305946266,10.299734728784584
1099.6733825074634,976.9988100671366,884.4840512171118,986.0427000854652,949.7248394321404,14.15220888162357,7.700290018744439
1085.3230187767724,979.195550051952,872.2124627163896,1018.81046511337,934.7045245847212,13.163181100842776,11.718183360541149
1100.8047216928776,955.1004126545914,871.7494996915757,986.4120265577424,951.2076127419108,15.42350758371639,7.581331940037392
1105.5098017144542,957.984141443696,885.1092016753482,994.1226123725849,911.0891555973978,15.51960762552383,11.64323096859546
1085.0212944364775,955.1838280932382,914.3563096530754,1026.3612645868122,941.251537252482,14.55951705541504,11.787902988758262
1071.0810948626577,941.1485366218524,901.490818224604,994.7265706715996,949.1932376127342,14.56484771511807,8.622072581828043
1068.3812658938657,973.7349230892702,898.9456149723144,1011.6092492908318,935.886667949888,12.430794074138037,11.118844554633922
1061.2005135271727,986.3105753372672,910.1992205949196,990.2660621806662,915.7831529604264,11.05754434043391,11.027454363874297
1076.8057657961058,950.6238503504136,874.0524387605824,1009.865052854071,912.4189898577752,14.35309341304442,12.613310947375272
1060.3176835085908,952.020286372152,912.7937188496244,981.808689859514,926.2100188112006,13.297070239622377,9.527504420730656
1072.8256920578951,961.405775225736,899.4105349199675,1020.719363007976,942.6373194589166,13.487404060730244,11.290743439961588
1104.1567332066925,988.5997684298404,886.9304925147223,989.3341595216492,916.7685722826154,13.7355171831547,10.88459591098178
1094.5537208552112,939.2492376237494,870.5401163272697,982.58317539711,934.380789574126,15.923515314456589,8.871176515672477
1066.9360162491794,985.673653542605,910.4106978624776,1001.868489937085,948.8125463441366,11.51838726711441,9.307091313787618
1107.0047425438374,961.1654447772528,885.5805148387662,1011.2718731404664,935.8934012325184,15.43065053539365,11.09355186182205
1078.680552168915,965.3543114253584,889.819357378127,1018.36576466448,943.2859899011662,13.602295169089338,11.071550212295
1095.576372677358,941.6457967469258,882.0153439554497,1016.0432861698264,917.5648721204068,15.85292484082571,12.6799481135499
1087.0963743314462,975.0525731638668,912.6761638497168,993.2786126688424,947.3109903793044,13.525112013121245,8.66309293775758
1101.0980582100724,952.332452177361,889.8611302691257,1014.0186382989298,934.0210836439784,15.584691915280926,11.42839675973318
1104.1306971054664,949.675988742003,902.0766387847194,984.1089089896576,928.653736547958,15.879891448940835,9.515201366638165
1069.2143972551771,945.0390168995314,874.2832583452754,1010.5298966452046,903.214808423659,14.238515191773349,13.236627489677376
1085.08198387498,944.5120804338565,900.4945454284341,1004.6861652036716,915.1812590007336,15.149319561260215,12.08844320443446
1062.4808042022398,968.1353795606778,879.4842354491828,1004.9773850889204,949.368108939244,12.411017136140396,9.528413033566876
1109.1345634486472,943.9963141100412,879.1448936090305,1028.3653955657749,945.3774946476094,16.41991072776975,11.64003653253019
1093.6082487514557,955.5370933781692,887.2525975556487,1015.4779523935496,913.2324679227604,15.014069884178586,12.920193621521893
1067.4662793400453,989.5863189885008,878.561726921072,1003.9140902907882,922.9179821582712,11.276123255622515,11.499501897465976
1061.6261433543996,947.4868330290186,918.1740678662652,985.1240807659568,904.5970109435078,13.65100342131615,11.466157466957252
1092.102755896051,984.5617048850172,885.7163131146718,989.9165577491236,951.6121343759668,13.250555691761123,7.908086625639822
1099.038924241563,942.1552116571212,897.7188137424416,989.727554840181,948.9534818258794,16.00427048032031,8.15903886039222
1088.6293420508607,982.4998081376656,888.5675180405664,1001.4729915709715,945.1697771617712,13.16330917473666,9.587680395276
1067.6322871278437,962.1332655884868,918.2299638918868,1018.5999130700826,911.9329669987218,13.12414951425118,13.19659486514892
1096.458278891672,946.3718879541964,909.7545008752504,998.4821631204928,919.0858780601566,15.65372178148715,11.38536726915782
1087.763995535494,960.9578918785834,906.1004684422668,985.3272111598144,931.1693079415232,14.38855007696762,9.403247655934766
1065.342724777026,971.3443240148788,881.1787614550134,996.8550187244106,951.7063313774026,12.38817083973764,8.585577593112758
1081.553620586831,966.2088588147828,902.770841921416,988.0086435131903,913.450277111206,13.722899781144791,11.033038799265457
1086.6192872128545,978.4572869833876,912.1696637277174,979.5886970887518,936.0904830705512,13.288755426404803,8.427187684786267
1082.4881736079196,966.7309097020336,899.7863424609691,1004.8924645672688,916.6842231190836,13.747416167226332,12.000560629637617
1102.215366500145,951.8910787295632,915.7080307337808,1028.3472774954755,916.8920787095932,15.666122960229544,13.489539335616868
1063.8435032562725,960.6335845064904,870.4495814798327,1017.0465712888812,950.0298418262004,12.980985702001316,10.46016579746704
1094.3654300352566,970.2588984322998,915.2203363522096,988.7525950628178,905.879511878351,14.2345673885623,11.631981471539214
1076.6264112513209,987.9902280574144,896.1526088875158,1018.658035051332,952.603377489038,12.02963573125912,10.384812895628627
1071.904443974611,953.638021458156,891.6471828145088,993.777026839104,941.9204850385734,13.895612140584491,9.201290220135004
1060.6418726486954,990.2378950218904,881.7578009731433,1009.4994050452426,937.3839856400896,10.721253172777132,10.850781550345166
1099.8015353982134,947.91279252062,891.25718166982,984.9249484137885,935.6693260390102,15.747432204160852,8.967571725539704
1071.3391643963378,980.925263351576,911.557946478472,1004.8290545524186,913.2275033775878,12.14967210742654,12.229209007065798
1079.5109829684914,980.753088084074,906.5929258460648,1020.4969138823036,926.1716397167424,12.697928153960016,12.409691680990417
1094.9922497514235,948.7941823086888,911.9208436846774,994.312240944846,924.7263944556923,15.44961884175416,10.65877785153693
1085.8015130566923,978.9186510932092,876.4004879906241,1003.5490063434167,947.7081995758316,13.209944427480206,9.5482283231154
1097.4729246926372,939.4705504446983,874.3489308411309,988.264366460421,913.2986332255008,16.061228470968054,11.063138517298375
1076.238000146366,953.4837249005992,878.5747496966634,982.0437113902384,914.2267141779143,14.156805545687016,10.522434514015924
1087.529244470241,985.9192744442264,896.7864002165701,1003.1736596291444,938.4208812622018,12.87997781884354,10.281965854036851
